Platform,Severity,Group,Number,Log Message
ASA,6,110,004,Egress interface changed from old_active_ifc to new_active_ifc on ip_protocol connection conn_id for outside_zone/parent_outside_ifc:outside_addr/outside_port (mapped_addr/mapped_port) to inside_zone/parent_inside_ifc:inside_addr/inside_port (mapped_addr/mapped_port)
ASA,6,113,003,AAA group policy for user user is being set to policy_name.
ASA,6,113,004,"AAA user aaa_type Successful: server = server_IP_address, User = user"
ASA,6,113,005,"AAA user authentication Rejected: reason = string: server = server_IP_address, User = user: user IP = user_ip"
ASA,6,113,006,User user locked out on exceeding number successive failed authentication attempts
ASA,6,113,007,User user unlocked by administrator
ASA,6,113,008,AAA transaction status ACCEPT: user = user
ASA,6,113,009,AAA retrieved default group policy policy for user user
ASA,6,113,010,AAA challenge received for user user from server server_IP_address
ASA,6,113,011,AAA retrieved user specific group policy policy for user user
ASA,6,113,012,AAA user authentication Successful: local database: user = user
ASA,6,113,013,AAA unable to complete the request Error: reason = reason: user = user
ASA,6,113,014,AAA authentication server not accessible: server = server_IP_address: user = user
ASA,6,113,016,AAA credentials rejected: reason = reason: server = server_IP_address: user = user: user IP = xxx.xxx.xxx.xxx
ASA,6,113,017,AAA credentials rejected: reason = reason: local database: user = user: user IP = user_ip=xxx.xxx.xxx.xxx
ASA,6,113,033,Group group User user IP ipaddr AnyConnect session not allowed. ACL parse error.
ASA,6,113,037,"Reboot pending, new sessions disabled. Denied user login."
ASA,6,113,039,Group group User user IP ipaddr AnyConnect parent session started.
ASA,6,114,004,4GE SSM I/O Initialization start.
ASA,6,114,005,4GE SSM I/O Initialization end.
ASA,6,120,003,Process event group title
ASA,6,120,007,Message group to destination delivered.
ASA,6,199,002,startup completed. Beginning operation.
ASA,6,199,003,Reducing link MTU dec.
ASA,6,199,005,Startup begin
ASA,6,199,018,syslog
ASA,6,201,010,Embryonic connection limit exceeded econns/limit for dir packet from source_address/source_port to dest_address/dest_port on interface interface_name
ASA,6,201,012,Per-client embryonic connection limit exceeded curr num/limit for [input|output] packet from IP_address/ port to ip/port on interface interface_name
ASA,6,210,022,LU missed number updates
ASA,6,302,003,Built H245 connection for foreign_address outside_address/outside_port local_address inside_address/inside_port
ASA,6,302,004,Pre-allocate H323 UDP backconnection for foreign_address outside_address/outside_port to local_address inside_address/inside_port
ASA,6,302,010,"connections in use, connections most used"
ASA,6,302,012,Pre-allocate H225 Call Signalling Connection for faddr IP_address/port to laddr IP_address
ASA,6,302,013,Built {inbound|outbound} TCP connection_id for interface:real-address/real-port (mapped-address/mapped-port) [(idfw_user)] to interface:real-address/real-port (mapped-address/mapped-port) [(idfw_user)] [(user)]
ASA,6,302,014,Teardown TCP connection id for interface:real-address/real-port [(idfw_user)] to interface:real-address/real-port [(idfw_user)] duration hh:mm:ss bytes bytes [reason] [(user)]
ASA,6,302,015,Built {inbound|outbound} UDP connection number for interface_name:real_address/real_port (mapped_address/mapped_port) [(idfw_user)] to interface_name:real_address/real_port (mapped_address/mapped_port) [(idfw_user)] [(user)]
ASA,6,302,016,Teardown UDP connection number for interface:real-address/real-port [(idfw_user)] to interface:real-address/real-port [(idfw_user)] duration hh:mm:ss bytes bytes [(user)]
ASA,6,302,017,Built {inbound|outbound} GRE connection id from interface:real_address (translated_address) [(idfw_user)] to interface:real_address/real_cid (translated_address/translated_cid) [(idfw_user)] [(user)
ASA,6,302,018,Teardown GRE connection id from interface:real_address (translated_address) [(idfw_user)] to interface:real_address/real_cid (translated_address/translated_cid) [(idfw_user)] duration hh:mm:ss bytes bytes [(user)]
ASA,6,302,020,Built ICMP connection connection_id from interface:real-address/real-port (mapped-address/mapped-port) [(idfw_user)] to interface:real-address/real-port (mapped-address/mapped-port) [(idfw_user)] [(user)]
ASA,6,302,021,Teardown ICMP connection connection_id from interface:real-address/real-port (mapped-address/mapped-port) [(idfw_user)] to interface:real-address/real-port (mapped-address/mapped-port) [(idfw_user)] [(user)]
ASA,6,302,022,Built role stub TCP connection for interface:real-address/real-port (mapped-address/mapped-port) to interface:real-address/real-port (mapped-address/mapped-port)
ASA,6,302,023,Teardown stub TCP connection for interface:real-address/real-port to interface:real-address/real-port duration hh:mm:ss forwarded bytes bytes reason
ASA,6,302,024,Built role stub UDP connection for interface:real-address/real-port (mapped-address/mapped-port) to interface:real-address/real-port (mapped-address/mapped-port)
ASA,6,302,025,Teardown stub UDP connection for interface:real-address/real-port to interface:real-address/real-port duration hh:mm:ss forwarded bytes bytes reason
ASA,6,302,026,Built role stub ICMP connection for interface:real-address/real-port (mapped-address) to interface:real-address/real-port (mapped-address)
ASA,6,302,027,Teardown stub ICMP connection for interface:real-address/real-port to interface:real-address/real-port duration hh:mm:ss forwarded bytes bytes reason
ASA,6,302,033,Pre-allocated H323 GUP Connection for faddr interface:foreign address/foreign-port to laddr interface:local-address/local-port
ASA,6,302,035,"Built {inbound|outbound} SCTP connection conn_id for outside_interface:outside_ip/outside_port (mapped_outside_ip/mapped_outside_port)[([outside_idfw_user],[outside_sg_info])] to inside_interface:inside_ip/inside_port (mapped_inside_ip/mapped_inside_port)[([inside_idfw_user],[inside_sg_info])] [(user)]"
ASA,6,302,036,"Teardown SCTP connection conn_id for outside_interface:outside_ip/outside_port[([outside_idfw_user],[outside_sg_info])] to inside_interface:inside_ip/inside_port[([inside_idfw_user],[inside_sg_info])] duration time bytes bytes reason [(user)]"
ASA,6,302,303,Built TCP state-bypass connection conn_id from initiator_interface:real_ip/real_port(mapped_ip/mapped_port) to responder_interface:real_ip/real_port (mapped_ip/mapped_port)
ASA,6,302,304,"Teardown TCP state-bypass connection conn_id from initiator_interface:ip/port to responder_interface:ip/port duration, bytes, teardown reason."
ASA,6,302,305,"Built SCTP state-bypass connection conn_id for outside_interface:outside_ip/outside_port (mapped_outside_ip/mapped_outside_port)[([outside_idfw_user],[outside_sg_info])] to inside_interface:inside_ip/inside_port (mapped_inside_ip/mapped_inside_port)[([inside_idfw_user],[inside_sg_info])]"
ASA,6,302,306,"Teardown SCTP state-bypass connection conn_id for outside_interface:outside_ip/outside_port[([outside_idfw_user],[outside_sg_info])] to inside_interface:inside_ip/inside_port[([inside_idfw_user],[inside_sg_info])] duration time bytes bytes reason"
ASA,6,303,002,"FTP connection from src_ifc:src_ip/src_port to dst_ifc:dst_ip/dst_port, user username action file filename"
ASA,6,304,004,URL Server IP_address request failed URL url HTTP/1.0
ASA,6,305,007,addrpool_free(): Orphan IP IP_address on interface interface_number
ASA,6,305,009,Built {dynamic|static} translation from interface_name [(acl-name)]:real_address [(idfw_user)] to interface_name:mapped_address
ASA,6,305,010,Teardown {dynamic|static} translation from interface_name:real_address [(idfw_user)] to interface_name:mapped_address duration time
ASA,6,305,011,Built {dynamic|static} {TCP|UDP|ICMP} translation from interface_name:real_address/real_port [(idfw_user)] to interface_name:mapped_address/mapped_port
ASA,6,305,012,Teardown {dynamic|static} {TCP|UDP|ICMP} translation from interface_name [(acl-name)]:real_address/{real_port|real_ICMP_ID} [(idfw_user)] to interface_name:mapped_address/{mapped_port|mapped_ICMP_ID} duration time
ASA,6,308,001,console enable password incorrect for number tries (from IP_address)
ASA,6,311,001,LU loading standby start
ASA,6,311,002,LU loading standby end
ASA,6,311,003,LU recv thread up
ASA,6,311,004,LU xmit thread up
ASA,6,312,001,"RIP hdr failed from IP_address: cmd=string, version=number domain=string on interface interface_name"
ASA,6,314,001,Pre-allocated RTSP UDP backconnection for src_intf:src_IP to dst_intf:dst_IP/dst_port.
ASA,6,314,002,RTSP failed to allocate UDP media connection from src_intf:src_IP to dst_intf:dst_IP/dst_port: reason_string.
ASA,6,314,003,Dropped RTSP traffic from src_intf:src_ip due to: reason.
ASA,6,314,004,RTSP client src_intf:src_IP accessed RTSP URL RTSP URL
ASA,6,314,005,RTSP client src_intf:src_IP denied access to URL RTSP_URL.
ASA,6,314,006,RTSP client src_intf:src_IP exceeds configured rate limit of rate for request_method messages.
ASA,6,315,011,"SSH session from IP_address on interface interface_name for user user disconnected by SSH server, reason: reason"
ASA,6,315,013,SSH session from SSH client address on interface interface_name for user user_name rekeyed successfully.
ASA,6,317,007,Added route_type route dest_address netmask via gateway_address [distance/metric] on interface_name route_type
ASA,6,317,008,Deleted route_type route dest_address netmask via gateway_address [distance/metric] on interface_name route_type
ASA,6,321,003,Resource var1 log level of var2 reached.
ASA,6,321,004,Resource var1 rate log level of var2 reached
ASA,6,322,004,No management IP address configured for transparent firewall. Dropping protocol protocol packet from interface_in:source_address/source_port to interface_out:dest_address/dest_port
ASA,6,333,001,EAP association initiated - context:EAP-context
ASA,6,333,003,EAP association terminated - context:EAP-context
ASA,6,333,009,EAP-SQ response MAC TLV is invalid - context:EAP-context
ASA,6,334,001,EAPoUDP association initiated - host-address
ASA,6,334,004,Authentication request for NAC Clientless host - host-address
ASA,6,334,007,EAPoUDP association terminated - host-address
ASA,6,334,008,"NAC EAP association initiated - host-address, EAP context:EAP-context"
ASA,6,334,009,Audit request for NAC Clientless host - Assigned_IP.
ASA,6,335,001,NAC session initialized - host-address
ASA,6,335,004,NAC is disabled for host - host-address
ASA,6,335,006,NAC Applying ACL:ACL-name - host-address
ASA,6,335,009,NAC 'Revalidate' request by administrative action - host-address
ASA,6,335,010,NAC 'Revalidate All' request by administrative action - num sessions
ASA,6,335,011,NAC 'Revalidate Group' request by administrative action for group-name group - num sessions
ASA,6,335,012,NAC 'Initialize' request by administrative action - host-address
ASA,6,335,013,NAC 'Initialize All' request by administrative action - num sessions
ASA,6,335,014,NAC 'Initialize Group' request by administrative action for group-name group - num sessions
ASA,6,336,011,event event
ASA,6,337,000,Created BFD session with local discriminator id on real_interface with neighbor real_host_ip.
ASA,6,337,001,Terminated BFD session with local discriminator id on real_interface with neighbor real_host_ip due to failure_reason.
ASA,6,338,304,Successfully downloaded dynamic filter data file from updater server url
ASA,6,340,002,"Loopback-proxy info: error_string context id context_id, context type = version/request_type/address_type client socket (internal)= client_address_internal/client_port_internal server socket (internal)= server_address_internal/server_port_internal server socket (external)= server_address_external/server_port_external remote socket (external)= remote_address_external/remote_port_external"
ASA,6,341,001,Policy Agent started successfully for VNMC vnmc_ip_addr
ASA,6,341,002,Policy Agent stopped successfully for VNMC vnmc_ip_add
ASA,6,341,010,Storage device with serial number ser_no [inserted into | removed from] bay bay_no 
ASA,6,402,129,"CRYPTO: An attempt to release a DMA memory block failed, location: address"
ASA,6,402,130,"CRYPTO: Received an ESP packet (SPI = 0x54A5C634, sequence number= 0x7B) from 75.2.96.101 (user= user) to 85.2.96.10 with incorrect IPsec padding"
